"...1","placekey","region","sub_category","category_tags","visitor_home_cbg","count"
12827255,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419201033",4
12827256,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116033",4
12827257,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290106002",4
12827258,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419201022",4
12827259,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116035",4
12827260,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330013002",4
12827261,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290113001",4
12827262,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004012",4
12827263,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290123001",4
12827264,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330013004",4
12827265,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004022",4
12827266,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290119042",4
12827267,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290115001",4
12827268,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290117011",4
12827269,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","370319709021",4
12827270,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290119034",4
12827271,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116083",4
12827272,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116032",4
12827273,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330022012",4
12827274,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290103001",4
12827275,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330004031",4
12827276,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116052",4
12827277,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330023002",4
12827278,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290116062",4
12827279,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290105013",4
12827280,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290123002",4
12827281,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290120091",4
12827282,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371330012001",4
12827283,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","370610907023",4
12827284,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290105012",4
12827285,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419204011",4
12827286,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371299801001",4
12827287,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371290120082",4
12827288,"restaurant_40","NC","Snack and Nonalcoholic Beverage Bars","Bakery,Breakfast,Coffee Shop,Counter Service,Dessert,Lunch,Smoothie & Juice Bar,Snacks","371419202041",4
12861397,"restaurant_88","SC","Snack and Nonalcoholic Beverage Bars","Gelato Shop,Ice Cream Shop,Latin American Food","450190051002",4
12861398,"restaurant_88","SC","Snack and Nonalcoholic Beverage Bars","Gelato Shop,Ice Cream Shop,Latin American Food","450190031111",4
13095208,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210105063",4
13095209,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210104054",4
13095210,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210106011",4
13095211,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210104181",4
13095212,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210111021",4
13095213,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210112022",4
13095214,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210106021",4
13095215,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210108033",4
13095216,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210104141",4
13095217,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210102051",4
13095218,"restaurant_69","FL","Full-Service Restaurants","Gourmet,Sushi","120210105093",4
13098805,"restaurant_59","MS","Full-Service Restaurants",NA,"280790401002",10
13098806,"restaurant_59","MS","Full-Service Restaurants",NA,"280790406004",8
13098807,"restaurant_59","MS","Full-Service Restaurants",NA,"280790404003",5
13098808,"restaurant_59","MS","Full-Service Restaurants",NA,"280790404004",5
13098809,"restaurant_59","MS","Full-Service Restaurants",NA,"280790406003",5
13098810,"restaurant_59","MS","Full-Service Restaurants",NA,"281230201001",4
13098811,"restaurant_59","MS","Full-Service Restaurants",NA,"280790406001",4
13098812,"restaurant_59","MS","Full-Service Restaurants",NA,"280790404001",4
13098813,"restaurant_59","MS","Full-Service Restaurants",NA,"280790406002",4
13098814,"restaurant_59","MS","Full-Service Restaurants",NA,"280790401001",4
13098815,"restaurant_59","MS","Full-Service Restaurants",NA,"280790401003",4
13098816,"restaurant_59","MS","Full-Service Restaurants",NA,"280790407002",4
13098817,"restaurant_59","MS","Full-Service Restaurants",NA,"280999401001",4
13098818,"restaurant_59","MS","Full-Service Restaurants",NA,"280890301052",4
13098819,"restaurant_59","MS","Full-Service Restaurants",NA,"280790405003",4
13098820,"restaurant_59","MS","Full-Service Restaurants",NA,"280790405002",4
13098821,"restaurant_59","MS","Full-Service Restaurants",NA,"280070601002",4
13098822,"restaurant_59","MS","Full-Service Restaurants",NA,"280790405001",4
13098823,"restaurant_59","MS","Full-Service Restaurants",NA,"280790406005",4
13713757,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067101",11
13713758,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067102",7
13713759,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490063912",6
13713760,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067221",6
13713761,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490069101",6
13713762,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067212",5
13713763,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490070482",5
13713764,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490069102",4
13713765,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067214",4
13713766,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490070442",4
13713767,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067223",4
13713768,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067213",4
13713769,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490070472",4
13713770,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490067222",4
13713771,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490077401",4
13713772,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490070441",4
13713773,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490068102",4
13713774,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490063911",4
13713775,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490069212",4
13713776,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490069451",4
13713777,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490005003",4
13713778,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490077212",4
13713779,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490004203",4
13713780,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490071201",4
13713781,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490068222",4
13713782,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390410114131",4
13713783,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490099001",4
13713784,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490077103",4
13713785,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390410121002",4
13713786,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490063921",4
13713787,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490071944",4
13713788,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490068101",4
13713789,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490063923",4
13713790,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490069501",4
13713791,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390410115501",4
13713792,"restaurant_44","OH","Limited-Service Restaurants","Catering,Counter Service,Dinner,Lunch,Sandwich Shop","390490070481",4
14054772,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671402003",32
14054773,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671406022",22
14054774,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671402001",20
14054775,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671402002",18
14054776,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671401011",17
14054777,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671405012",15
14054778,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671405011",15
14054779,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671406023",13
14054780,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671403005",13
14054781,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671401021",12
14054782,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671406012",10
14054783,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671407051",10
14054784,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671404102",9
14054785,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671407031",9
14054786,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671403001",8
14054787,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671403004",8
14054788,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671404111",8
14054789,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671406013",8
14054790,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671401012",7
14054791,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671401022",7
14054792,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671405022",6
14054793,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671407052",6
14054794,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671406021",6
14054795,"restaurant_92","TX","Full-Service Restaurants","BBQ and Southern Food,Catering,Counter Service,Dinner,Lunch","483671404033",6
